[30, 74, 320, 196, 75, 30, 23, 25]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[20, 60, 251, 89, 41, 27, 21, 20]
1.72[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[22, 67, 262, 78, 41, 27, 22, 21]
1.74[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 70, 247, 96, 45, 28, 23, 20]
1.76[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[23, 73, 260, 143, 44, 29, 22, 20]
1.78[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[22, 90, 260, 156, 44, 24, 22, 18]
1.8[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[28, 114, 308, 164, 45, 26, 23, 21]
1.81[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 110, 302, 168, 44, 26, 21, 20]
1.84[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 109, 310, 176, 45, 23, 22, 22]
1.86[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[27, 108, 305, 138, 41, 22, 22, 23]
1.87[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[26, 103, 277, 141, 46, 28, 23, 24]
1.9[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[21, 73, 220, 144, 49, 27, 22, 22]
1.92[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[25, 84, 246, 148, 52, 27, 25, 25]
1.93[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[24, 85, 253, 141, 50, 31, 23, 23]
1.96[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[25, 89, 286, 152, 53, 33, 26, 25]
1.99[26, 80, 283, 136, 46, 28, 24, 23]
