[39, 77, 198, 87, 43, 27, 25, 23]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[35, 68, 148, 101, 41, 29, 24, 25]
1.6[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[37, 70, 146, 124, 41, 28, 26, 26]
1.62[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.64[38, 68, 139, 110, 44, 27, 26, 25]
1.65[38, 68, 139, 110, 44, 27, 26, 25]
1.65[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[36, 64, 139, 108, 43, 26, 24, 25]
1.67[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 60, 174, 122, 46, 28, 24, 24]
1.68[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[35, 59, 198, 134, 48, 27, 22, 22]
1.7[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[36, 55, 200, 124, 47, 26, 20, 19]
1.73[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 47, 194, 129, 44, 26, 19, 19]
1.74[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[32, 53, 198, 126, 46, 28, 20, 21]
1.76[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 73, 177, 107, 43, 26, 19, 23]
1.78[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[40, 76, 155, 104, 44, 27, 19, 23]
1.8[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
1.82[36, 79, 148, 95, 43, 26, 21, 24]
